state,county,population,zips
FL,Brevard,858114,32754 32952 32953 32954 32951 32920 32796 32780 32781 32904 32955 32940 32923 32924 32909 32950 32949 32927 32926 32950 32903 32955 32956 32909 32905 32907 32976 32948 32908 32902 32906 32910 32911 32955 32940 32937 32904 32922 32926 32935 32940 32976 32904 32937 32901 32903 32934 32935 32904 32912 32919 32941 32925 32922 32926 32927 32937 32931 32932
FL,Palm Beach,928591,33413 33415 33418 33410 33412 33403 33461 33460 33466 33462 33410 33420 33480 33415 33417 33440 33459 33493 33435 33480 33461 33406 33477 33458 33468 33462 33464 33469 33406 33462 33435 33404 33430 33411 33421 33470 33458 33413 33408 33407 33404 33419 33406 33409 33461 33463 33476 33469 33445 33444 33483 33448 33482 33417 33449 33414 33470 33436 33403 33406 33408 33408 33438 33476 33462 33462 33411 33412 33470 33428 33406 33483 33426 33436 33435 33474 33407 33406 33417 33470 33413 33415 33463 33411 33412 33417 33409 33407 33405 33401 33402 33422 33406 33487 33496 33487 33486 33432 33433 33431 33434 33427 33429 33481 33499 33462 33478
FL,Orange,2434293,32809 32839 32809 32839 32703 32810 32860 32832 34787 32808 32835 32811 32836 32819 34761 34734 32703 32793 32829 32827 32824 32822 32804 32805 32806 32807 32801 32803 32808 32839 32835 32832 32819 32811 32814 32812 32802 32853 32854 32856 32861 32862 32872 32877 32885 32886 32891 32896 32897 32709 32825 32817 32703 32792 32789 32790 32822 32807 32857 32808 32818 32710 32858 32868 32869 32751 32810 32833 32820 32833 32836 32830 32836 32819 34787 34786 34777 34778 32712 32703 32768 32836 32830 32751 32794 32799 32825 32805 32839 32855 32798 32757 32819 32824 34787 32837 34786 32824 32837 32703 32818 32704 32804 32789 32810 32806 32809 32839 32757 32777 32825 32828 32829 32834 32878 32821 32806 32812 32832 32809 32859 32824 34760 34787 34740 34734 34786 32809 32812
FL,Pasco,384175,33540 33524 34691 34652 34690 34653 34652 34680 34668 34653 34652 34656 34667 33525 33576 33574 33542 33540 33541 33525 33523 33523 33593 33556 33558 33542 33541 33549 34638 33559 34639 33542 33540 34607 34667 34679 33525 33523 33537 34691 33525 33523 33525 33541 33545 33539 34637 34639 33543 33545 33559 33544 34668 34673 34610 34654 34669 34667 34674 33542 33541 34691 34690 34692 34668 34653 34667 34668 34610 34655 34654
FL,Hillsborough,3702148,33570 33571 33575 33619 33578 33637 33629 33621 33620 33619 33616 33613 33610 33617 33614 33611 33612 33605 33603 33647 33609 33604 33607 33606 33602 33608 33622 33623 33630 33631 33633 33646 33650 33655 33663 33664 33672 33673 33674 33677 33679 33681 33684 33686 33689 33511 33510 33594 33619 33584 33508 33509 33595 33647 33573 33572 33558 33547 33569 33503 33569 33579 33578 33568 33566 33563 33565 33564 33614 33637 33619 33610 33617 33601 33661 33662 33680 33610 33584 33550 33594 33596 33598 33573 33548 33549 33559 33647 33675 33618 33613 33612 33682 33694 33527 33624 33548 33558 33534 33584 33583 33592 33584 33637 33617 33687 33598 33511 33596 33619 33578 33660 33615 33634 33635 33685 33626 33613 33549 33612 33559 33624 33618 33688 33625 33556 33598 33503 33626 33556 33558
FL,Gadsden,21428,32343 32351 32332 32333 32324 32351 32353 32351 32330
FL,Jackson,18598,32446 32447 32448 32426 32443 32431 32448 32420 32445 32460 32440 32431 32423 32442
FL,Jefferson,3366,32344 32344 32344 32361 32344 32345 32336 32344
FL,Pinellas,858246,33760 33709 33756 33771 33760 33764 33770 33773 33778 33774 33779 33762 33707 33711 33707 33702 33762 33713 33712 33711 33710 33716 33715 33714 33705 33701 33703 33704 33729 33731 33732 33733 33734 33742 33743 33747 33706 33736 33741 33708 33738 33715 33786 33707 34695 33778 33774 34698 34697 33781 33782 33762 33760 33773 33780 33786 33755 33759 33756 33763 33761 33767 33764 33765 33757 33758 33766 33769 33763 34698 34677 34685 34688 33785 33756 33709 33707 33772 33777 33778 33775 33777 33708 33708 33744 33708 33730 33785 34684 34681 34683 34660 34682 34677 34685 33770 33770 34689 33706 33740 33708 33702 33709 33714 33784
FL,Suwannee,7768,32064 32008
FL,Indian River,124421,32966 32963 32963 32970 32967 32958 32962 32960 32963 32961 32964 32965 32969 32963 32960 32967 32958 32978 32958 32957 32963 32948 32966 32967 32971 32960 32968 32966 32962 32963
FL,Sarasota,1096604,34232 34240 34231 34238 34229 34275 34293 34235 34230 34231 34241 34242 34285 34292 34275 34231 34239 34229 34231 34293 34284 34286 34287 34288 34289 34293 34291 34266 34223 34290 34223 34224 34232 34234 34237 34236 34239 34276 34278 34232 34233 34234 34243 34275 34272 34274 34231 34233 34235 34235 34287
FL,Wakulla,6813,32346 32327 32355 32358
FL,Gulf,5861,32465 32456 32457
FL,Martin,93077,34957 34996 34958 34997 34957 33455 34994 34956 34994 34996 34957 34957 33455 34990 34991
FL,Bay,243363,32413 32404 32401 32405 32404 32405 32404 32444 32407 32413 32417 32405 32401 32405 32410 32456 32401 32405 32404 32402 32412 32408 32404 32403 32408 32407 32406 32411
FL,Volusia,546544,32713 32753 32720 32168 32190 32141 32168 32132 32720 32130 32744 32124 32174 32117 32114 32118 32119 32115 32116 32120 32121 32126 32198 32127 32168 32118 32127 32129 32128 32122 32123 32763 32774 32176 32725 32738 32739 32720 32723 32724 32128 32168 32174 32176 32173 32175 32724 32720 32721 32759 32169 32168 32170 32117 32125 32119 32180
FL,Citrus,101137,34452 34461 34434 34442 34441 34428 34429 34423 34465 34464 34465 34442 34445 34460 34450 34453 34452 34451 34433 34434 34445 34461 34453 34442 34448 34446 34447 34436 34461 34446 34453 34461 34465 34448 34487
FL,Escambia,518871,32506 32511 32516 32501 32504 32503 32502 32513 32522 32524 32591 32501 32503 32505 32506 32507 32514 32534 32533 32534 32560 32507 32521 32526 32535 32577 32505 32503 32520 32504 32514 32512 32523
FL,Levy,17945,32696 32626 32693 32696 32668 32696 34498 32696 32621 32618 32626 32683 32626 32693 32668 34449 32626 32644 32621 32625
FL,Collier,138402,34113 34108 34119 34142 34143 34113 34116 34145 34140 34146 34114 34139 34120 34119 34108 34138 34103 34102 34101 34105 34104 34106 34139 34140 34113 34114
FL,Sumter,92429,33514 33597 33538 34785 32162 32159 33597 33521 34785 33514 34484 34785 33513 33585
FL,Hendry,39825,33440 33440 33935 33975 33935 33440 33440 33935
FL,Osceola,470399,34743 34741 34743 34744 34746 34745 34747 34746 34972 34769 34771 34772
FL,Lake,312874,32102 34756 34788 32702 32778 32726 32736 32727 34731 32776 32159 32158 32163 32720 32767 34715 34729 32702 34737 32784 32767 32776 34715 34755 34797 34711 34712 34713 34705 34736 34737 34736 34753 34748 34762 34736 34749 34789 34788 32767 32757 32756 34762 32736
FL,Polk,833032,33830 33880 33831 33863 33813 33811 33807 33847 33830 33844 33837 33836 34758 34759 33898 33823 33868 33851 33844 33813 33830 33812 33846 33843 33880 33860 33830 33859 33841 33820 33881 33880 33884 33883 33885 33888 33844 33845 33860 33811 33877 33859 33881 33880 33880 33839 33896 33837 33858 33844 33813 33823 33801 33884 33882 33827 33859 33843 33801 33810 33830 33860 33880 33850 33847 33841 33868 33859 33898 33853 33859 33827 33898 33877 33838 33844 33860 33801 33813 33803 33801 33805 33815 33811 33802 33804 33806
FL,Lee,1444863,33917 33956 33993 33922 33924 33905 33905 33913 33916 33966 33901 33907 33905 33902 33994 33931 33932 33919 33967 34135 33928 33929 33936 33973 33972 33971 33976 33974 33970 33912 33907 33967 33920 33920 33905 33919 33967 33908 33920 33991 33990 33993 33914 33909 33904 33910 33911 33915 33919 33917 33903 33918 33903 33908 33957 33922 33913 33955 33903 33907 33922 33908 33905 33991 33993 33931 34134 34135 33907
FL,Dixie,3913,32648 32628
FL,Holmes,5519,32455 32425 32425 32425 32452 32464
FL,St. Lucie,524694,34982 34981 34949 34947 34982 34981 34950 34948 34954 34979 34957 34982 34981 34946 34982 34947 34946 34986 34984 34983 34987 34952 34953 34985 34983 34952 34951
FL,Putnam,31336,32131 32177 32178 32112 32148 32149 32193 32189 32181
FL,Taylor,7631,32359 32347 32348
FL,Charlotte,104891,34223 33950 33950 33983 34224 33950 33954 33952 33948 33980 33949 33980 33947 33982
FL,Marion,180996,32664 32686 34420 34421 34475 34474 34471 34470 32111 34477 34478 34483 34472 34432 34431
FL,Flagler,410149,32110 32136 32143 32137 32136 32164 32136 32137 32135 32142
FL,Franklin,9197,32328 32328 32322 32320 32329
FL,Lafayette,1416,32066 32066
FL,Liberty,2358,32321 32334 32321 32335 32321
FL,Okeechobee,31209,34974 34972 34974 34972 34974 34973
FL,Manatee,164763,34217 34221 34220 34222 34221 34215 34210 34228 34205 34207 34210 34243 34208 34203 34208 34207 34282 34209 34208 34209 34205 34206 34281 34216 34217 34221
FL,DeSoto,26029,34266 34266
FL,Walton,18944,32567 32538 32433 32435 32550 32439
FL,Nassau,49002,32034 32035 32046 32011 32097 32041 32011
FL,Hardee,20631,33873 33873 33865 33890 33873 33834 33865 33890 33834 33834 33890
FL,Hamilton,6346,32096 32053 32052
FL,Duval,1202163,32266 32234 32233 32224 32225 32226 32227 32220 32221 32222 32223 32228 32219 32218 32217 32216 32211 32210 32212 32246 32244 32233 32234 32209 32205 32202 32250 32254 32257 32256 32208 32206 32207 32258 32277 32204 32099 32201 32203 32214 32229 32231 32232 32235 32236 32237 32238 32239 32241 32245 32247 32255 32250 32240
FL,Madison,4922,32340 32341 32331 32059
FL,Union,5465,32083 32054 32054 32697
FL,Highlands,89905,33825 33826 33870 33875 33871 33852 33862
FL,Bradford,7148,32091 32042 32622 32058 32044
FL,Glades,5057,33471 34974
FL,Columbia,30736,32055 32025 32055 32025 32056 32038 32055
FL,Leon,255800,32311 32312 32399 32304 32303 32301 32309 32308 32302 32306 32307 32313 32314 32315 32316 32318 32395 32305 32362
FL,Baker,11684,32040 32063
FL,Calhoun,5164,32421 32424
WY,Platte,5709,82201 82201 82201 82215 82201 82210 82201 82201 82214 82201 82213
WY,Goshen,8727,82244 82217 82212 82240 82243 82244 82240 82218 82223 82221
WY,Albany,34054,82072 82070 82083 82055 82070 82063 82070
WY,Uinta,16273,82936 82944 82930 82937 82937 82939 82930 82937 82933
WY,Park,17207,82414 82433 82190 82440 82435 82435 82435
WY,Lincoln,12858,83110 83101 83121 83116 83128 83112 83122 83114 83127 83112 83126 83111 83101 83101 83110 83119 83127 83118 83116 83124 83118 83128 83123 83120 83128 83110 83114 83127
WY,Big Horn,7958,82411 82421 82441 82428 82412 82431 82432 82420 82431 82410 82426 82423
WY,Natrona,81315,82643 82601 82635 82620 82636 82604 82601 82604 82601 82644 82636 82636 82601 82601 82604 82648 82604 82601 82609 82602 82605 82604 82601 82604
WY,Fremont,28305,82514 82520 82520 82515 82520 82520 82510 82520 82520 82523 82520 82649 82510 82501 82524 82512 82516 82501 82513 82501
WY,Sweetwater,46099,82901 82935 82901 82932 82901 82929 82322 82945 82336 82943 82901 82938 82942 82935 82932 82901 82901 82934 82938 82901 82902
WY,Sublette,3722,82941 83113 83115 82923 83113 82941 82925 82922
WY,Crook,3370,82721 82729 82720 82721 82712
WY,Teton,21140,83414 83001 83002 83014 83011 83014 83025 83001 83001 83001
WY,Converse,9455,82637 82637 82229 82633 82633 82633
WY,Niobrara,1655,82242 82227 82225 82224 82222 82225
WY,Weston,4474,82723 82701 82730 82701
WY,Carbon,13202,82329 82334 82325 82083 82331 82327 82331 82324 82323 82325 82321 82301
WY,Laramie,98273,82009 82007 82001 82002 82003 82009 82060 82050 82053 82007 82010 82005 82001 82007 82082 82054
WY,Sheridan,22720,82838 82801 82842 82839 82835 82801 82836 82831
WY,Hot Springs,4035,82443 82443 82443 82443 82443 82430
WY,Washakie,5424,82442 82401
WY,Campbell,37072,82718 82716 82732 82718
WY,Johnson,4636,82639 82834
NH,Strafford,135362,03878 03839 03868 03867 03866 03820 03821 03852
NH,Cheshire,24201,03431 03435 03609 03446 03469
NH,Belknap,22310,03276 03246
NH,Merrimack,65428,03229 03235 03275 03303 03301 03302 03305 03106 03255
NH,Coos,12883,03570 03597 03582
NH,Carroll,4102,03860 03847 03254 03814 03850 03227 03887 03872
NH,Rockingham,95850,03874 03842 03801 03802 03803 03804
NH,Grafton,29038,03262 03784 03766 03756 03774 03785 03774 03785
NH,Sullivan,9330,03743
NH,Hillsborough,401109,03045 03102 03109 03104 03101 03103 03102 03105 03108 03111 03054 03062 03063 03060 03064 03061
NJ,Bergen,798606,07072 07645 07620 07621 07644 07649 07423 07648 07626 07024 07647 07452 07642 07643 07432 07450 07451 07020 07607 07010 07407 07601 07602 07647 07604 07627 07677 07022 07640 07650 07031 07463 07074 07608 07605 07632 07631 07628 07073 07075 07660 07608 07699 07410 07026 07624 07401 07652 07653 07641 07661 07458 07675 07657 07070 07603 07446 07630 07436 07458 07675 07057 07646 07417 07670 07656
NJ,Warren,63687,08865 07840 08886 07825 07832 07823 07838 07882 08865 07882 07865 08865 08886 07840 07838 07840 07880 08865 08802 07882 07823 07863 07829 07840 07865 07882 08808 08886 07825 08865 07823 08865 08865 07823 07823 08886 07882 07846 07821 07825 07832
NJ,Somerset,192626,08873 08890 08807 08880 08558 08540 08823 08873 07063 07060 08558 08876 07924 08873 08890 08835 08553 08807 08873 08823 08540 08873 08869 08823 08873 08873 07069 08502 08844 08805 07931 08873 08873 08873 07931 07934 07977 08836 08805 08807 08540 08502 08873 08528 08540 08873 08807
NJ,Mercer,396096,08638 08611 08618 08629 08609 08608 08601 08603 08604 08605 08607 08625 08645 08646 08647 08666 08695 08690 08610 08540 08542 08541 08544 08648 08620 08691 08620 08690 08691 08690 08619 08534 08550 08540 08520 08520 08525
NJ,Cape May,60689,08204 08210 08260 08260 08204 08248 08247 08204 08270 08210 08252 08260 08260 08210 08226 08204 08202 08270 08251 08243 08260 08242 08212
NJ,Middlesex,457143,08879 07721 07735 08536 07077 07001 07064 08884 08863 07095 08840 07067 08812 08852 08854 08872 08879 08859 08871 08904 08861 08862 07080 08879 08859 08857 08824 08852 08831 07001 08831 08846 07077 08850 08879 08831 08840 08901 08875 08906 08933 08810 07008 08857 08828 08882 08831 08830 08536 08512 08831 08852 08540
NJ,Hunterdon,29683,08833 08889 08804 08829 08559 08848 08809 08822 08826 08833 08825 08530 08801 08809 08827 07830
NJ,Camden,326345,08106 08002 08034 08009 08106 08035 08083 08089 08009 08021 08026 08030 08031 08099 08021 08007 08033 08059 08083 08034 08109 08107 08107 08108 08049 08021 08033 08029 08002 08034 08003 08034 08030 08002 08021 08043 08012 08033 08107 08045 08003 08034 08003 08034 08104 08105 08102 08103 08101 08078 08084 08021
NJ,Monmouth,325598,07728 07747 07711 07753 07754 07717 07712 07702 07718 07737 07728 07704 07740 07735 07723 07711 07719 07762 07756 07712 07724 07753 07719 07734 07726 07748 07758 07738 07727 08501 07720 07719 07753 08730 08555 08535 07747 07716 07760 07750 07731 07737 07719 07715 07719 08720 08724 07735 07751 07760 07762 07748 07739 07760 07751 07726 07746 08750 07732 07712 07728 07701 07724 07703 07712 07726 07755 07716 07703 07757 08736 07764 07735
NJ,Ocean,163608,08701 08087 08751 08008 08006 08758 08740 08008 08759 08742 08008 08751 08050 08759 08732 08527 08757 08050 08759 08759 08087 08757 08733 08735 08739 08722 08533 08759 08008 08050 08005 08701 08757 08756 08008 08735 08742 08738 08759 08757 08759 08752 08742 08757 08731 08008 08757 08741
NJ,Passaic,420656,07508 07403 07465 07424 07055 07508 07538 07424 07456 07508 07506 07442 07524 07522 07514 07513 07505 07502 07504 07501 07503 07507 07509 07510 07533 07543 07544 07512 07511 07014 07013 07012 07011 07015 07465 07420
NJ,Essex,419402,07043 07021 07003 07018 07017 07019 07109 07003 07103 07102 07105 07104 07107 07106 07108 07112 07114 07101 07175 07188 07191 07192 07193 07195 07198 07199 07006 07028 07068 07006 07078
NJ,Salem,17775,08098 08069 08067 08318 08079 08302 08038 08318
NJ,Sussex,90543,07462 07461 07418 07860 07860 07821 07843 07837 07461 07416 07871 07874 07822 07439 07462 07422 07821 07419 07874 07826 07890
NJ,Gloucester,109729,08085 08085 08096 08090 08312 08094 08071 08094 08063 08344 08094 08093 08080 08012 08027 08028 08090 08062 08097 08028 08071 08074 08062 08025 08066
NJ,Atlantic,368566,08215 08402 08225 08215 08217 08037 08037 08270 08201 08403 08401 08404 08405 08205 08094 08317 08319 08330 08270 08094 08037 08241 08330 08244 08215 08205 08326 08310 08341 08360 08406 08221 08232 08203
NJ,Cumberland,167201,08332 08302 08332 08302 08344 08361 08360 08362 08302 08352 08302 08311 08349 08353
NJ,Union,384100,07208 07202 07201 07206 07207 07065 07033 07092 07023 07036 07204 07203 07062 07063 07060 07061 07901 07902 07974 07027 07090
NJ,Hudson,612642,07093 07310 07311 07302 07307 07306 07305 07304 07097 07303 07308 07395 07399 07030 07029 07093 07029 07002 07032 07099 07087 07094 07096
NJ,Burlington,103225,08053 08068 08554 08505 08015 08016 08015 08068 08055 08010 08640 08562 08640 08077 08076 08505 08641 08562 08088 08015 08054 08022 08042 08057 08065
NJ,Morris,189118,07960 07963 07801 07035 07457 07950 07866 07866 07885 07857 07005 07801 07876 07405 07828 07836 07940 07866 07046 07850 07856 07945 07853 07930 07876 07847 07405 07961 07932 07928
NM,Valencia,117023,87031 87002 87002 87068 87002 87002 87031 87031 87026 87002 87023 87068 87031 87031 87031 87031 87002 87031 87002 87031 87031 87042 87002 87031 87060
NM,Taos,24020,87558 87525 87553 87529 87514 87571 87557 87571 87557 87571 87579 87571 87571 87513 87529 87571 87524 87556 87521 87564 87553 87553
NM,Harding,323,87743 87733 87746
NM,Roosevelt,12683,88132 88113 88130 88115 88130 88118 88130 88116
NM,Sandoval,133533,87048 87101 87103 87053 87004 87124 87121 87144 87174 87083 87072 87001 87025 87004 87043 87001 87004 87043 87041 87013 87053 87013 87024 87044 87024 87053 87052 87025 87027 87001 87046
NM,San Miguel,18750,87560 88416 87560 87560 87711 87562 87552 87583 87560 87538 87701 87701 87552 87565
NM,Hidalgo,3448,88045 88009 88045 88056 88020 88045 88020 88020
NM,Santa Fe,144445,87506 87567 87532 87506 87506 87532 87507 87532 87047 87015 87506 87535 87540 87567 87532 87505 87574 87010 87506 87010 87507 87508 87540 87506 87540 87506 87047 87522 87015 87056 87506 87501 87567 87506 87506 87506 87522 87505 87507 87501 87502 87503 87509 87506 87504 87047 87015
NM,Bernalillo,835706,87123 87114 87193 87121 87120 87123 87112 87113 87110 87111 87116 87114 87109 87108 87102 87105 87104 87107 87106 87119 87125 87131 87153 87154 87158 87181 87184 87187 87190 87191 87192 87194 87196 87197 87198 87199 87047 87122 87059 87121 87113 87114 87107 87059 87008 87047 87008 87059 87176 87114 87107 87059 87105 87195 87059 87113 87114 87047 87022
NM,Rio Arriba,45734,87516 87511 87523 87578 87582 87575 87566 87532 87064 87012 87530 87064 87532 87520 87017 87511 87566 87566 87551 87527 87510 87537 87537 87511 87566 87537 87578 87528 87539 87551 87528 87567 87532 87533 87582 87575 87582 87515 87537 87532
